2000 3400
49:0.010397 57:0.010581 65:0.010571 71:0.011489 176:0.011899 190:0.016758 191:0.022290 242:0.011516 246:0.013483 269:0.010909 290:0.042746 291:0.020820 414:0.014490 530:0.013109 543:0.023804 544:0.014978 545:0.070480 551:0.010727 665:0.010477 704:0.047143 708:0.024893 745:0.010540 756:0.015625 769:0.040535 778:0.013714 780:0.026209 787:0.012093 848:0.012503 883:0.019537 969:0.013596 970:0.014511 995:0.011471 997:0.010849 1000:0.012676 1001:0.012927 1006:0.031528 1011:0.114790 1023:0.013932 1057:0.017790 1074:0.014322 1109:0.011172 1130:0.014755 1194:0.017035 1417:0.018839 1421:0.010420 1422:0.011163 1477:0.021431 1521:0.044328 1528:0.012283 1537:0.010531 1616:0.010607 1658:0.011530 1746:0.012365 1773:0.012144 1781:0.067174 1784:0.012158 1845:0.032450 1905:0.030873 1943:0.027518 1966:0.011803 2071:0.117092 2073:0.054095 2075:0.025642 2084:0.011701 2151:0.014450 2161:0.013803 2171:0.011427 2281:0.012661 2308:0.012108 2330:0.011673 2331:0.018067 2337:0.034188 2370:0.010456 2394:0.012307 2395:0.012400 2419:0.018031 2420:0.015511 2571:0.010659 2573:0.329756 2575:0.011203 2584:0.011772 2618:0.013650 2637:0.020656 2685:0.354859 2688:0.011078 2716:0.017602 2753:0.011596 2761:0.010539 2911:0.218053 2915:0.012667 2970:0.035869 3035:0.011365 3065:0.021701 3099:0.015478 3128:0.025539 3136:0.032492 3151:0.011601 3217:0.010994 3321:0.237747 3327:0.934423
107:0.015122 155:0.018746 162:0.015880 194:0.013994 269:0.016357 284:0.038443 290:0.051990 291:0.013197 341:0.029614 344:0.024195 411:0.017553 483:0.103344 485:0.015433 491:0.121148 494:0.015717 539:0.018760 640:0.013159 745:0.013026 861:0.021913 864:0.012797 896:0.029367 913:0.018922 944:0.016779 994:0.023900 1194:0.025939 1228:0.013171 1297:0.052091 1318:0.049180 1319:0.015367 1461:0.039521 1467:0.151384 1469:0.016762 1487:0.014298 1505:0.012868 1508:0.013729 1627:0.030408 1650:0.019658 1694:0.013961 1758:0.016968 1781:0.103871 1810:0.013153 1945:0.013260 1967:0.016132 1975:0.015384 1976:0.079860 2000:0.013121 2151:0.013941 2215:0.019155 2223:0.013403 2227:0.023615 2228:0.014231 2239:0.020817 2281:0.013624 2294:0.017150 2296:0.013252 2313:0.013776 2315:0.025951 2417:0.039614 2470:0.014049 2486:0.023613 2488:0.015338 2609:0.033551 2637:0.017830 2649:0.015860 2654:0.030946 2658:0.013037 2685:0.114733 2710:0.049585 2719:0.013748 2750:0.061105 2787:0.029866 2790:0.017109 2792:0.026960 2797:0.033879 2798:0.013560 2851:0.025190 2898:0.013127 2978:0.013877 2979:0.026224 2981:0.019738 3009:0.014294 3017:0.015045 3073:0.015962 3099:0.017145 3116:0.013513 3118:0.021930 3123:0.014964 3124:0.012971 3128:0.024487 3203:0.026302 3321:0.583154 3327:0.804151 3354:0.013581 3358:0.014518 3361:0.015498 3362:0.019656 3371:0.021426 3372:0.013190 3373:0.052371 3374:0.015815
6:0.031570 7:0.025331 19:0.026021 30:0.057594 58:0.034503 65:0.042209 81:0.040191 135:0.037024 179:0.026015 182:0.029903 211:0.030800 212:0.039434 213:0.027003 228:0.027329 290:0.116682 291:0.058563 430:0.025734 438:0.036016 536:0.164216 653:0.052358 669:0.032736 670:0.031868 674:0.029413 784:0.032393 792:0.027861 800:0.027939 804:0.182958 805:0.036751 818:0.049393 836:0.023917 837:0.068230 896:0.026273 905:0.029823 977:0.036548 979:0.031402 1023:0.034271 1194:0.029948 1205:0.053235 1235:0.032752 1243:0.028702 1300:0.038745 1383:0.027601 1419:0.039996 1500:0.032397 1535:0.296050 1627:0.200436 1666:0.033726 1672:0.030380 1704:0.026565 1742:0.024435 1746:0.025840 1773:0.275047 1781:0.096235 1786:0.024948 1809:0.148730 1859:0.115705 1867:0.025134 1884:0.024686 1912:0.062981 1913:0.034775 1928:0.052405 1937:0.028719 1941:0.031899 1948:0.035671 2152:0.028126 2250:0.026777 2271:0.180883 2304:0.030013 2307:0.028411 2413:0.025854 2417:0.095758 2425:0.038192 2505:0.030354 2506:0.036009 2507:0.979910 2508:0.027231 2512:0.024244 2539:0.035795 2541:0.032746 2587:0.028600 2630:0.080258 2649:0.031513 2685:0.173721 2708:0.023499 2710:0.144091 2733:0.029994 2968:0.031501 3081:0.041852 3118:0.061015 3123:0.030434 3145:0.023433 3212:0.023806 3224:0.047167 3225:0.356901 3277:0.024214 3280:0.025239 3286:0.125821 3321:0.522229 3327:0.973120 3340:0.027576
10:0.011015 19:0.011830 49:0.010404 58:0.010469 65:0.009623 135:0.018967 211:0.009769 269:0.012830 284:0.037093 288:0.010732 290:0.077373 300:0.013712 301:0.014204 302:0.009977 339:0.010223 369:0.012306 438:0.034442 485:0.009666 491:0.049697 494:0.009941 539:0.011506 618:0.010221 859:0.012701 861:0.012393 896:0.021421 913:0.015759 953:0.011294 994:0.010698 1130:0.009472 1205:0.148880 1228:0.012448 1236:0.011156 1379:0.015579 1383:0.016304 1419:0.009615 1437:0.015073 1487:0.013100 1503:0.025426 1504:0.055392 1616:0.011949 1627:0.279931 1631:0.019922 1642:0.023360 1698:0.010172 1726:0.010810 1758:0.032261 1781:0.036924 1810:0.010652 1967:0.016009 1971:0.011760 1976:0.164752 1982:0.010779 2003:0.010355 2043:0.011044 2151:0.013237 2152:0.010673 2165:0.010691 2215:0.009767 2250:0.024728 2251:0.014060 2315:0.017464 2417:0.056555 2454:0.009446 2470:0.011737 2493:0.075389 2494:0.019499 2496:0.166175 2497:0.015980 2507:0.115884 2587:0.010716 2628:0.014751 2637:0.030957 2649:0.018274 2654:0.031811 2685:0.023752 2716:0.013097 2724:0.011587 2760:0.012580 2972:0.010020 2979:0.019818 3018:0.009693 3073:0.015961 3091:0.019963 3118:0.020184 3123:0.025855 3124:0.013820 3128:0.011068 3143:0.011364 3151:0.011334 3286:0.022568 3321:0.220354 3327:0.911355 3333:0.011100 3340:0.010349 3358:0.010832 3371:0.009607 3374:0.015675 3375:0.014578 3376:0.018534 3377:0.012412
49:0.016338 161:0.039335 166:0.031247 177:0.029851 204:0.025233 290:0.058684 330:0.031033 346:0.066309 350:0.034064 358:0.058604 388:0.029748 435:0.107590 531:0.020658 571:0.206110 572:0.029993 580:0.228733 635:0.094563 654:0.032263 685:0.039037 701:0.028741 782:0.026405 798:0.021981 828:0.023977 915:0.024840 969:0.042387 1023:0.017098 1062:0.046753 1124:0.020543 1134:0.052000 1165:0.029441 1166:0.017582 1167:0.029527 1194:0.169148 1196:0.018949 1197:0.688539 1200:0.654963 1202:0.064543 1203:0.215361 1215:0.138273 1216:0.028451 1417:0.022688 1436:0.460931 1449:0.054220 1472:0.033134 1482:0.021808 1514:0.035433 1517:0.025261 1532:0.019545 1554:0.139053 1564:0.021629 1601:0.069901 1602:0.022370 1678:0.033757 1679:0.068649 1781:0.094737 1783:0.018995 1876:0.028912 2039:0.028261 2070:0.024518 2088:0.018043 2182:0.082494 2234:0.027869 2247:0.032525 2297:0.017276 2306:0.040077 2318:0.052363 2321:0.059797 2414:0.018482 2462:0.094621 2484:0.021451 2532:0.098083 2637:0.024468 2681:0.025017 2685:0.213261 2704:0.035150 2714:0.020222 2716:0.026991 2788:0.377264 2814:0.043693 2838:0.032937 2861:0.017925 2917:0.066480 2936:0.018588 3022:0.121624 3023:0.024433 3060:0.140430 3065:0.273915 3084:0.031092 3098:0.016682 3099:0.016183 3128:0.018914 3167:0.027885 3179:0.053699 3290:0.025877 3292:0.025121 3296:0.017561 3298:0.028058 3321:0.224260 3327:0.559509 3348:0.039561
0:0.023269 7:0.009174 28:0.011927 30:0.012084 49:0.014354 58:0.008929 65:0.016080 96:0.009867 107:0.012985 119:0.009244 159:0.009942 164:0.020612 165:0.014273 184:0.010330 195:0.009832 228:0.013886 269:0.010424 290:0.015792 362:0.010601 493:0.016687 699:0.008872 745:0.010075 755:0.008936 782:0.013441 861:0.010489 896:0.145455 970:0.010223 1023:0.020354 1130:0.013134 1194:0.025002 1205:0.018138 1212:0.009127 1214:0.008898 1294:0.016819 1388:0.008920 1437:0.014691 1503:0.010120 1504:0.009772 1627:0.244739 1669:0.011709 1694:0.017233 1697:0.011429 1725:0.010542 1726:0.012303 1727:0.011366 1742:0.015037 1746:0.010888 1758:0.013030 1773:0.009760 1781:0.031887 1836:0.009616 1884:0.011855 1926:0.009419 1949:0.013030 1958:0.009859 1967:0.033501 2033:0.022886 2064:0.009453 2151:0.015753 2152:0.010306 2153:0.010875 2181:0.026698 2223:0.009747 2226:0.057861 2281:0.012780 2315:0.041825 2325:0.013201 2370:0.010174 2384:0.011950 2389:0.010144 2421:0.010439 2424:0.008896 2507:0.072875 2625:0.017506 2627:0.010298 2637:0.010877 2645:0.009947 2654:0.047535 2656:0.027595 2685:0.289652 2710:0.091162 2714:0.010917 2716:0.010509 2785:0.025129 2788:0.014810 3028:0.011332 3073:0.016771 3091:0.012683 3099:0.013674 3118:0.010568 3123:0.015278 3168:0.017752 3218:0.010507 3321:0.298541 3327:0.421529 3333:0.024386 3340:0.014841 3361:0.084529 3369:0.011423 3373:0.021960
49:0.012146 65:0.013419 97:0.016194 119:0.011790 190:0.011928 191:0.012476 246:0.015648 268:0.013800 269:0.015450 290:0.027394 381:0.042862 414:0.015001 537:0.027312 544:0.016238 545:0.013622 555:0.017101 621:0.030644 636:0.012060 665:0.011952 690:0.012308 704:0.329151 707:0.069087 708:0.043199 745:0.023523 755:0.013957 756:0.013072 826:0.027328 896:0.012682 929:0.011798 942:0.013033 970:0.019391 994:0.034209 997:0.013328 1001:0.014653 1006:0.019108 1011:0.070774 1023:0.012967 1130:0.016633 1152:0.022701 1194:0.013713 1375:0.015504 1477:0.013191 1492:0.017474 1494:0.014593 1511:0.018881 1616:0.012830 1637:0.012129 1658:0.012810 1694:0.024612 1746:0.013404 1781:0.016322 1787:0.013631 1844:0.011986 1845:0.015115 1874:0.015632 1905:0.026974 1906:0.012788 2040:0.014111 2042:0.014341 2071:0.072230 2073:0.042756 2075:0.016181 2084:0.014673 2153:0.018836 2158:0.012620 2171:0.014635 2281:0.015062 2298:0.022238 2300:0.026746 2308:0.014763 2329:0.020651 2331:0.023400 2451:0.012324 2571:0.015283 2573:0.152150 2613:0.011801 2615:0.013087 2618:0.014849 2684:0.014081 2685:0.322889 2688:0.023560 2710:0.018367 2753:0.018181 2761:0.014627 2882:0.016362 2892:0.014886 2914:0.011998 2915:0.015312 3065:0.014755 3078:0.025877 3086:0.014847 3090:0.019827 3114:0.016321 3128:0.026821 3165:0.014511 3190:0.012428 3217:0.017901 3321:0.167562 3327:0.722195 3363:0.017954
33:0.010765 49:0.009910 57:0.010332 65:0.013335 96:0.010608 97:0.011701 119:0.010166 134:0.013248 150:0.014370 181:0.011585 242:0.009815 246:0.009852 249:0.012944 254:0.014474 268:0.017241 269:0.012214 290:0.028426 291:0.011335 544:0.009904 665:0.010820 698:0.009990 704:0.028926 708:0.012634 745:0.037389 755:0.010958 782:0.013063 826:0.014325 885:0.012971 929:0.024906 934:0.010879 969:0.010324 970:0.012082 994:0.024914 1011:0.079171 1023:0.015960 1066:0.009658 1074:0.018741 1081:0.011433 1109:0.015036 1130:0.015450 1149:0.009955 1194:0.010606 1200:0.010564 1267:0.012937 1349:0.011682 1360:0.022711 1361:0.027751 1373:0.012762 1403:0.009650 1417:0.021694 1422:0.009927 1477:0.009932 1658:0.022216 1662:0.016589 1722:0.010124 1773:0.012140 1784:0.015180 1845:0.028655 1846:0.010035 1905:0.018643 2049:0.012278 2153:0.010023 2260:0.009770 2281:0.011335 2308:0.010039 2331:0.011741 2334:0.009681 2337:0.010915 2370:0.012670 2459:0.030812 2573:0.210842 2584:0.010846 2618:0.011130 2636:0.011496 2662:0.009904 2685:0.262747 2716:0.018328 2753:0.011385 2761:0.011602 2897:0.014770 2911:0.090223 2915:0.015603 2959:0.011315 3065:0.038937 3099:0.014723 3128:0.030496 3136:0.084121 3165:0.009989 3223:0.010055 3297:0.118270 3298:0.013339 3300:0.035958 3301:0.017703 3302:0.010684 3307:0.017827 3309:0.010534 3321:0.305948 3327:0.752084 3383:0.010166 3384:0.027555
4:0.014450 183:0.015055 209:0.019521 284:0.069718 375:0.018975 376:0.042219 397:0.017818 398:0.019394 438:0.041952 460:0.017045 470:0.016590 491:0.045122 679:0.640313 762:0.402075 763:0.369490 764:0.123179 859:0.013813 924:0.032831 925:0.013057 1004:0.016912 1063:0.016286 1170:0.015496 1205:0.015435 1274:0.023102 1369:0.018916 1393:0.033447 1423:0.028887 1487:0.014075 1489:0.016269 1490:0.017171 1503:0.022585 1550:0.017462 1566:0.029452 1622:0.019518 1623:0.023241 1627:0.145968 1636:0.021434 1689:0.014225 1733:0.023068 1758:0.027075 1760:0.013336 1774:0.016806 1781:0.016572 1847:0.025364 1967:0.013634 1969:0.017746 2000:0.012974 2004:0.019574 2006:0.014567 2115:0.026570 2127:0.017582 2148:0.028418 2149:0.027514 2203:0.876278 2204:0.017056 2205:0.026649 2206:0.022043 2207:0.020487 2208:0.026080 2209:0.020947 2210:0.015128 2211:0.016393 2212:0.030517 2213:0.025399 2216:0.025955 2217:0.020330 2230:0.016783 2268:0.014837 2338:0.024256 2417:0.140897 2465:0.056978 2513:0.018070 2515:0.014807 2614:0.022072 2640:0.020299 2650:0.028712 2675:0.020427 2685:0.099682 2700:0.019548 2728:0.016020 2740:0.018099 2785:0.018858 2873:0.017534 2874:0.023672 2919:0.016033 2920:0.020913 2923:0.019353 2926:0.019879 3064:0.020022 3078:0.025069 3118:0.013085 3128:0.033198 3132:0.016094 3157:0.013435 3161:0.017894 3206:0.018205 3247:0.021880 3321:0.176429 3327:0.607428 3334:0.044837
19:0.023018 30:0.017145 49:0.017481 58:0.025276 65:0.023591 86:0.015675 107:0.019731 116:0.048220 118:0.065400 159:0.018117 228:0.022193 242:0.017280 290:0.048346 291:0.020645 341:0.023646 344:0.022300 402:0.019460 404:0.017170 411:0.016743 418:0.017408 438:0.020765 483:0.090761 491:0.138056 616:0.017043 645:0.016669 725:0.018813 745:0.102246 749:0.018834 861:0.017404 896:0.096297 906:0.017221 928:0.021719 969:0.030115 970:0.016068 972:0.017752 1023:0.022452 1043:0.016408 1053:0.029074 1130:0.017399 1131:0.015745 1151:0.015374 1152:0.143008 1188:0.018158 1194:0.035697 1205:0.020858 1222:0.016512 1243:0.020180 1261:0.015627 1262:0.030175 1320:0.016927 1416:0.017139 1417:0.019683 1614:0.017249 1616:0.015512 1666:0.023894 1694:0.041910 1697:0.023699 1721:0.019331 1742:0.015209 1773:0.021353 1781:0.022887 1884:0.023192 1905:0.019596 1909:0.020281 1952:0.016671 1967:0.015155 1976:0.061628 2062:0.016231 2090:0.048792 2152:0.019462 2281:0.025285 2315:0.016351 2356:0.015767 2417:0.084067 2424:0.022064 2447:0.146595 2507:0.089492 2584:0.017435 2649:0.049599 2654:0.020617 2685:0.284609 2710:0.382601 2716:0.017504 2785:0.039840 2823:0.015793 2898:0.039042 2909:0.020396 2910:0.017927 2955:0.023461 2979:0.017528 3065:0.084995 3099:0.026487 3102:0.016030 3118:0.049707 3123:0.018396 3124:0.015357 3321:0.214237 3327:0.963777 3369:0.020027 3373:0.032577
7:0.013046 10:0.015549 23:0.012295 30:0.019036 49:0.012345 57:0.018204 58:0.016241 65:0.020782 96:0.012377 97:0.011958 107:0.015386 119:0.013339 174:0.018276 204:0.015337 242:0.016935 268:0.101345 269:0.027144 290:0.239186 291:0.013767 444:0.035503 500:0.013867 551:0.019490 665:0.015773 684:0.011896 687:0.013517 745:0.015492 755:0.014593 782:0.022376 806:0.017741 826:0.033995 852:0.014807 969:0.017012 970:0.016979 991:0.013108 994:0.264917 1023:0.018330 1042:0.015591 1046:0.016952 1062:0.031652 1130:0.022095 1134:0.011888 1135:0.016202 1169:0.012576 1194:0.045779 1202:0.014326 1215:0.047411 1240:0.016906 1257:0.011720 1264:0.011417 1376:0.030188 1449:0.011499 1471:0.021179 1554:0.031964 1616:0.012211 1618:0.011954 1627:0.129481 1637:0.015403 1643:0.028922 1647:0.011827 1722:0.020733 1767:0.012911 1773:0.016275 1781:0.027656 1810:0.012783 1826:0.014849 1844:0.011696 2065:0.011837 2153:0.013731 2248:0.020496 2281:0.019169 2318:0.012944 2367:0.019588 2370:0.015262 2483:0.013242 2584:0.021666 2662:0.011831 2676:0.012074 2684:0.015213 2685:0.586089 2710:0.025206 2714:0.031174 2716:0.016516 2739:0.011793 2761:0.015248 2788:0.223836 2996:0.013092 3019:0.011720 3022:0.026409 3078:0.013719 3099:0.017618 3128:0.021383 3151:0.016082 3159:0.013967 3165:0.013797 3217:0.013980 3230:0.021025 3321:0.373711 3327:0.790996 3329:0.012963 3368:0.011757
7:0.008814 10:0.009795 30:0.008718 49:0.010661 57:0.009555 65:0.014881 96:0.009149 97:0.013211 107:0.011332 119:0.009799 204:0.008870 242:0.010583 268:0.022685 269:0.014000 290:0.078012 358:0.014505 362:0.011552 490:0.017462 537:0.014067 551:0.010276 555:0.009654 618:0.009854 647:0.010349 665:0.010302 745:0.010483 749:0.011741 755:0.009412 782:0.009304 826:0.020834 861:0.011130 896:0.016140 969:0.022867 970:0.008625 994:0.024447 1023:0.012443 1042:0.008861 1046:0.010008 1130:0.014137 1169:0.009087 1194:0.017617 1202:0.011919 1212:0.009233 1232:0.014716 1240:0.009337 1363:0.008879 1403:0.009685 1417:0.016901 1437:0.013658 1477:0.012390 1518:0.009180 1616:0.012054 1627:0.211635 1722:0.009891 1746:0.015452 1773:0.011542 1781:0.021571 1810:0.013525 1844:0.009220 2065:0.008981 2142:0.018972 2151:0.009082 2152:0.010256 2153:0.011632 2281:0.012042 2315:0.013818 2367:0.008578 2370:0.010307 2578:0.012314 2584:0.012111 2637:0.011441 2649:0.012565 2654:0.010610 2685:0.221088 2688:0.009060 2710:0.068927 2716:0.011908 2737:0.009907 2761:0.010432 2788:0.041487 2817:0.010451 3060:0.022991 3065:0.088586 3073:0.010906 3078:0.010158 3079:0.011341 3091:0.008744 3099:0.012065 3118:0.008876 3123:0.009933 3124:0.009191 3128:0.015917 3151:0.012335 3217:0.011343 3278:0.008645 3321:0.472984 3327:0.935586 3333:0.008686 3340:0.010291 3361:0.010086 3373:0.010302
58:0.019895 65:0.016685 86:0.021546 89:0.017506 116:0.018540 118:0.023840 119:0.018650 123:0.017851 172:0.018728 269:0.022240 291:0.020759 316:0.021732 317:0.017676 385:0.018037 423:0.018129 466:0.016830 487:0.018179 491:0.260337 503:0.028595 537:0.017388 576:0.051074 665:0.019760 749:0.031997 782:0.024069 783:0.041066 808:0.016582 917:0.016201 969:0.133613 970:0.016840 972:0.017120 1023:0.016562 1041:0.063092 1053:0.033950 1130:0.019585 1131:0.021838 1152:0.099693 1162:0.025672 1194:0.158738 1212:0.016698 1243:0.044122 1255:0.017627 1372:0.030951 1518:0.016813 1561:0.017503 1589:0.027050 1614:0.016328 1683:0.022038 1721:0.017043 1746:0.123962 1755:0.018478 1773:0.022829 1854:0.019514 1882:0.019258 1884:0.065131 1887:0.017164 1909:0.017153 1919:0.018849 1922:0.017132 1942:0.553708 1943:0.917567 1944:0.039009 1963:0.018931 1965:0.159423 2033:0.047820 2114:0.017128 2121:0.018532 2193:0.016855 2194:0.018572 2344:0.017656 2354:0.021062 2355:0.045790 2370:0.016835 2375:0.019814 2538:0.021883 2564:0.031351 2578:0.022524 2579:0.022840 2611:0.018080 2647:0.016538 2685:0.341943 2710:0.362641 2714:0.023380 2716:0.019227 2785:0.025379 2808:0.030336 2832:0.018950 2899:0.017916 2902:0.016869 2909:0.016838 2955:0.016474 2983:0.016863 3099:0.029498 3123:0.024259 3139:0.017956 3160:0.022202 3215:0.035679 3226:0.021162 3321:0.457965 3327:0.910228 3342:0.031153
10:0.015073 49:0.015341 90:0.046666 97:0.021399 107:0.015525 162:0.023040 256:0.023403 268:0.048491 269:0.015229 284:0.999986 285:0.024436 286:0.030216 287:0.039602 288:0.187605 289:0.038846 290:0.050458 291:0.026066 299:0.019658 300:0.345191 301:0.398573 302:0.061637 354:0.023602 410:0.015214 412:0.029319 433:0.015097 438:0.032518 483:0.015078 720:0.025059 782:0.019066 786:0.029338 813:0.047353 826:0.032029 859:0.021264 861:0.024074 893:0.019163 896:0.146557 923:0.016675 953:0.016365 969:0.018074 994:0.157637 996:0.024792 998:0.029143 999:0.021307 1027:0.028826 1111:0.016494 1194:0.041886 1205:0.026715 1236:0.015271 1261:0.020503 1273:0.027863 1413:0.039279 1459:0.029519 1491:0.016476 1512:0.016790 1627:0.533992 1707:0.057342 1708:0.017157 1746:0.037933 1758:0.100142 1763:0.035788 1781:0.025538 1810:0.016778 1829:0.018816 1830:0.016353 1834:0.026154 1892:0.022011 2151:0.016944 2164:0.033751 2185:0.022688 2202:0.055014 2273:0.023383 2305:0.015330 2315:0.015623 2377:0.054035 2378:0.046517 2379:0.363274 2380:0.033286 2392:0.025780 2417:0.086011 2454:0.040447 2455:0.036981 2456:0.023208 2493:0.015465 2514:0.022311 2525:0.024391 2637:0.017023 2649:0.016220 2666:0.024339 2685:0.064100 2710:0.022253 2714:0.025347 2716:0.015048 2809:0.053140 2987:0.015766 3018:0.028316 3116:0.016367 3128:0.022250 3321:0.259531 3327:0.932278 3333:0.015307
7:0.012728 19:0.016009 28:0.013491 49:0.015603 65:0.025579 72:0.016793 107:0.013679 119:0.013158 142:0.011538 162:0.014058 228:0.015448 284:0.021210 290:0.013626 291:0.026885 362:0.012119 463:0.014315 483:0.020555 539:0.012673 597:0.062556 745:0.012067 782:0.014804 859:0.012746 896:0.028411 913:0.011629 955:0.012189 1023:0.025579 1130:0.018275 1148:0.013218 1194:0.021982 1205:0.013227 1388:0.017035 1416:0.011923 1437:0.044282 1477:0.016615 1530:0.017931 1627:0.096532 1658:0.098556 1694:0.016582 1742:0.012672 1746:0.218497 1758:0.087972 1773:0.012843 1781:0.075217 1844:0.013809 1877:0.078454 1884:0.013098 1905:0.100034 1906:0.013700 1949:0.123682 1958:0.023199 1976:0.274101 2000:0.015539 2151:0.014294 2152:0.014329 2153:0.012242 2272:0.014272 2313:0.014313 2387:0.012479 2460:0.011793 2488:0.011748 2496:0.150586 2611:0.012628 2625:0.018438 2626:0.011563 2628:0.016991 2637:0.021444 2645:0.011652 2649:0.019190 2654:0.141646 2658:0.012094 2685:0.130481 2710:0.053914 2716:0.026574 2761:0.011875 2788:0.015427 2972:0.011713 2979:0.014509 3019:0.012483 3065:0.022186 3073:0.019730 3099:0.016308 3116:0.012984 3118:0.020996 3123:0.019059 3128:0.014534 3151:0.012140 3165:0.013172 3184:0.034338 3276:0.017542 3321:0.704723 3327:0.925453 3344:0.011995 3360:0.021544 3361:0.038616 3362:0.016369 3369:0.012243 3373:0.277210 3374:0.014909 3389:0.061020 3399:0.103231
33:0.034606 65:0.036074 71:0.019608 97:0.028902 246:0.020077 268:0.033143 290:0.027989 291:0.029279 383:0.018318 386:0.016908 409:0.016284 414:0.018825 543:0.021300 544:0.035938 545:0.036095 557:0.019142 704:0.105846 708:0.025262 750:0.016234 757:0.017139 769:0.063925 777:0.020529 778:0.042042 780:0.026814 787:0.016183 848:0.016668 883:0.069351 886:0.024358 929:0.068109 934:0.090294 935:0.016330 936:0.025829 950:0.023842 994:0.026029 995:0.018445 997:0.023236 1000:0.020317 1001:0.024251 1006:0.030234 1008:0.015352 1011:0.180567 1023:0.022860 1074:0.021547 1109:0.032705 1116:0.024315 1130:0.019849 1194:0.036944 1200:0.016517 1403:0.018889 1411:0.057477 1412:0.016337 1439:0.015909 1528:0.015564 1746:0.015999 1827:0.031019 1837:0.047384 1845:0.131961 1903:0.020037 1906:0.020763 1943:0.026912 1964:0.050313 1966:0.020245 2033:0.027745 2065:0.016666 2084:0.017546 2104:0.036800 2171:0.019250 2281:0.018511 2308:0.030475 2329:0.024194 2330:0.017162 2331:0.030507 2337:0.020383 2394:0.016045 2420:0.016999 2569:0.033088 2571:0.016377 2573:0.383080 2574:0.018452 2575:0.021940 2618:0.022888 2685:0.584052 2716:0.019821 2753:0.033405 2788:0.037645 2911:0.284458 2915:0.023216 2916:0.017257 2953:0.015329 2973:0.020904 2977:0.055178 3032:0.018677 3035:0.025397 3060:0.018055 3065:0.060273 3096:0.085317 3300:0.016519 3321:0.287211 3327:0.963589 3363:0.026291
65:0.024427 97:0.034402 118:0.019261 159:0.017938 241:0.019490 268:0.017896 290:0.102790 361:0.025700 402:0.017465 404:0.028220 418:0.017040 483:0.027624 491:0.056390 505:0.021416 576:0.035622 702:0.024107 710:0.019248 711:0.051639 712:0.025740 713:0.018039 723:0.020158 745:0.018140 749:0.032209 782:0.027632 797:0.021733 815:0.019041 861:0.026184 896:0.061306 969:0.055288 970:0.024951 994:0.122550 1023:0.018134 1151:0.021413 1152:0.283132 1162:0.022514 1177:0.020623 1222:0.028468 1271:0.021950 1272:0.017328 1518:0.028892 1581:0.019795 1615:0.019624 1640:0.018192 1666:0.026653 1697:0.044341 1721:0.018385 1746:0.055088 1773:0.019991 1775:0.020271 1781:0.083753 1882:0.034432 1884:0.277464 1885:0.090748 1887:0.017052 1918:0.030646 1922:0.198666 1949:0.035263 1951:0.017203 2033:0.018649 2104:0.017036 2145:0.084405 2281:0.017471 2355:0.018923 2415:0.021456 2418:0.031793 2424:0.027785 2426:0.017896 2428:0.029421 2438:0.028723 2440:0.024223 2447:0.150660 2564:0.021237 2568:0.018575 2598:0.021787 2606:0.017335 2608:0.021080 2609:0.365755 2649:0.030275 2654:0.020169 2655:0.019038 2685:0.123460 2694:0.023578 2710:0.022820 2788:0.158814 2821:0.024420 2825:0.018312 2898:0.025920 2906:0.029426 2910:0.198466 3057:0.027504 3059:0.017494 3096:0.189846 3103:0.038467 3105:0.027463 3123:0.029293 3128:0.031623 3240:0.021233 3321:0.248290 3327:0.961848 3361:0.018441
